CCN,Facility,Street,City,State,ZIP,Transplant Program Type Code,Transplant Program Type,Original Participation Date,Effective Date,Program Recertification Date,OPTN Code,Original Program?
059801,CEDARS-SINAI MEDICAL CENTER - TRANSPLANT SERVICES,8700 BEVERLY BOULEVARD,LOS ANGELES,CA,90048,AHO,Adult Heart Only,2/14/1992,1/14/2008,7/24/2014,CACS,Y
059801,CEDARS-SINAI MEDICAL CENTER - TRANSPLANT SERVICES,8700 BEVERLY BOULEVARD,LOS ANGELES,CA,90048,AKO,Adult Kidney Only,4/14/1989,1/14/2008,7/24/2014,CACS,Y
059801,CEDARS-SINAI MEDICAL CENTER - TRANSPLANT SERVICES,8700 BEVERLY BOULEVARD,LOS ANGELES,CA,90048,ALI,Adult Liver Only,2/14/1992,1/14/2008,7/24/2014,CACS,Y
059801,CEDARS-SINAI MEDICAL CENTER - TRANSPLANT SERVICES,8700 BEVERLY BOULEVARD,LOS ANGELES,CA,90048,ALO,Adult Lung Only,12/29/2005,1/14/2008,7/24/2014,CACS,Y
059801,CEDARS-SINAI MEDICAL CENTER - TRANSPLANT SERVICES,8700 BEVERLY BOULEVARD,LOS ANGELES,CA,90048,APA,Adult Pancreas,4/14/1989,1/14/2008,7/24/2014,CACS,Y
059801,CEDARS-SINAI MEDICAL CENTER - TRANSPLANT SERVICES,8700 BEVERLY BOULEVARD,LOS ANGELES,CA,90048,PKO,Pediatric Kidney Only,4/14/1989,1/14/2008,9/24/2007,CACS,Y
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,AHL,Adult Heart Lung,2/20/2009,2/20/2009,6/30/2016,CASU,N
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,AHO,Adult Heart Only,8/18/2008,8/18/2008,9/11/2025,CASU,Y
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,AIM,Adult Intestine/Multivisceral,1/10/2022,1/10/2022,9/11/2025,CASU,N
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,AKO,Adult Kidney Only,8/18/2009,8/18/2009,9/11/2025,CASU,N
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,ALI,Adult Liver Only,8/18/2008,8/18/2008,9/11/2025,CASU,Y
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,ALO,Adult Lung Only,2/2/1995,2/20/2009,9/11/2025,CASU,Y
059803,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DRIVE,STANFORD,CA,94305,APA,Adult Pancreas,8/18/2008,8/18/2008,9/11/2025,CASU,Y
059804,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANF,725 WELCH ROAD,PALO ALTO,CA,94304,PHL,Pediatric Heart Lung,2/2/1995,4/23/2009,12/1/2016,CAPC,Y
059804,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANF,725 WELCH ROAD,PALO ALTO,CA,94304,PHO,Pediatric Heart Only,4/23/2009,4/23/2009,12/1/2016,CAPC,N
059804,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANF,725 WELCH ROAD,PALO ALTO,CA,94304,PKO,Pediatric Kidney Only,4/23/2009,4/23/2009,12/1/2016,CAPC,N
059804,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANF,725 WELCH ROAD,PALO ALTO,CA,94304,PLI,Pediatric Liver,4/23/2009,4/23/2009,12/1/2016,CAPC,N
059804,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANF,725 WELCH ROAD,PALO ALTO,CA,94304,PLO,Pediatric Lung Only,4/23/2009,4/23/2009,12/1/2016,CAPC,N
059805,RADY CHILDREN'S HOSPITAL SAN DIEGO,"3020 CHILDREN'S WAY, MAIL CODE 5115",SAN DIEGO,CA,92123,PHO,Pediatric Heart Only,10/22/2014,10/22/2014,3/22/2018,CACH,N
059805,RADY CHILDREN'S HOSPITAL SAN DIEGO,"3020 CHILDREN'S WAY, MAIL CODE 5115",SAN DIEGO,CA,92123,PKO,Pediatric Kidney Only,8/22/2001,6/11/2009,3/22/2018,CACH,Y
059806,CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,AHO,Adult Heart Only,3/16/2004,8/12/2009,8/28/2025,CAPM,Y
059806,CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,AKO,Adult Kidney Only,8/18/1977,1/16/2009,8/28/2025,CAPM,Y
059806,CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,ALI,Adult Liver Only,8/18/1977,1/16/2009,8/28/2025,CAPM,Y
059806,CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,ALI,Adult Liver Only,12/26/1990,1/16/2009,8/28/2025,CAPM,Y
059806,CALIFORNIA PACIFIC MEDICAL CENTER,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,94109,APA,Adult Pancreas,8/18/1977,1/16/2009,8/28/2025,CAPM,Y
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,AHL,Adult Heart Lung,8/12/2009,8/12/2009,9/19/2024,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,AHO,Adult Heart Only,8/12/2009,8/12/2009,9/19/2024,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,AKO,Adult Kidney Only,8/12/2009,8/12/2009,9/19/2024,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,ALI,Adult Liver Only,8/12/2009,8/12/2009,4/20/2017,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,ALO,Adult Lung Only,8/12/2009,8/12/2009,9/19/2024,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,APA,Adult Pancreas,8/12/2009,8/12/2009,9/19/2024,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,PHO,Pediatric Heart Only,10/15/2024,10/15/2024,9/19/2024,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,PKO,Pediatric Kidney Only,8/12/2009,8/12/2009,4/20/2017,CASF,N
059807,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",505 PARNASSUS AVENUE,SAN FRANCISCO,CA,94143,PLI,Pediatric Liver,10/15/2024,10/15/2024,9/19/2024,CASF,N
059808,UNIVERSITY OF CALIFORNIA DAVIS-  TRANSPLANT,"2315 STOCKTON BLVD, RM 1018",SACRAMENTO,CA,95817,AKO,Adult Kidney Only,10/6/2009,10/6/2009,8/21/2025,CASM,N
059808,UNIVERSITY OF CALIFORNIA DAVIS-  TRANSPLANT,"2315 STOCKTON BLVD, RM 1018",SACRAMENTO,CA,95817,ALI,Adult Liver Only,2/21/2024,2/21/2024,8/21/2025,CASM,N
059808,UNIVERSITY OF CALIFORNIA DAVIS-  TRANSPLANT,"2315 STOCKTON BLVD, RM 1018",SACRAMENTO,CA,95817,APA,Adult Pancreas,10/6/2009,10/6/2009,8/21/2025,CASM,N
059809,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,95816,AHO,Adult Heart Only,6/7/1997,10/13/2009,3/22/2017,CASG,Y
059810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 WEST ARBOR DRIVE #8745,SAN DIEGO,CA,92103,AHL,Adult Heart Lung,8/30/2012,8/30/2012,3/23/2017,CASD,N
059810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 WEST ARBOR DRIVE #8745,SAN DIEGO,CA,92103,AHO,Adult Heart Only,8/30/2012,8/30/2012,3/23/2017,CASD,N
059810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 WEST ARBOR DRIVE #8745,SAN DIEGO,CA,92103,AKO,Adult Kidney Only,8/16/1977,9/22/2009,3/23/2017,CASD,Y
059810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 WEST ARBOR DRIVE #8745,SAN DIEGO,CA,92103,ALI,Adult Liver Only,8/11/1997,9/22/2009,3/23/2017,CASD,Y
059810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 WEST ARBOR DRIVE #8745,SAN DIEGO,CA,92103,ALO,Adult Lung Only,2/2/1995,9/22/2009,3/23/2017,CASD,Y
059810,"UNIVERSITY OF CALIFORNIA, SAN DIEGO MEDICAL CENTER",200 WEST ARBOR DRIVE #8745,SAN DIEGO,CA,92103,APA,Adult Pancreas,8/16/1977,9/22/2009,3/23/2017,CASD,Y
059811,"UNIVERSITY OF CALIFORNIA, IRVINE MEDICAL CENTER",101 THE CITY DRIVE,ORANGE,CA,92868,AKO,Adult Kidney Only,12/16/2009,12/16/2009,9/23/2025,CAIM,N
059811,"UNIVERSITY OF CALIFORNIA, IRVINE MEDICAL CENTER",101 THE CITY DRIVE,ORANGE,CA,92868,APA,Adult Pancreas,4/22/2010,4/22/2010,9/23/2025,CAIM,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,AHL,Adult Heart Lung,2/12/2010,2/12/2010,5/25/2018,CAUC,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,AHO,Adult Heart Only,2/12/2010,2/12/2010,8/9/2024,CAUC,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,AIM,Adult Intestine/Multivisceral,2/12/2010,2/12/2010,8/9/2024,CAUC,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,AKO,Adult Kidney Only,2/12/2010,2/12/2010,8/9/2024,CAUC,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,ALI,Adult Liver Only,2/12/2010,2/12/2010,8/9/2024,CAUC,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,ALO,Adult Lung Only,2/12/2010,2/12/2010,8/9/2024,CAUC,N
059812,RONALD REAGAN UCLA MEDICAL CENTER - TRANSPLANT SVS,757 WESTWOOD PLAZA,LOS ANGELES,CA,90095,APA,Adult Pancreas,2/12/2010,2/12/2010,8/9/2024,CAUC,N
059813,CHILDREN'S HOSPITAL OF LOS ANGELES,"4650 SUNSET BLVD, MS#72",LOS ANGELES,CA,90027,PHO,Pediatric Heart Only,4/30/2010,4/30/2010,5/18/2017,CACL,N
059813,CHILDREN'S HOSPITAL OF LOS ANGELES,"4650 SUNSET BLVD, MS#72",LOS ANGELES,CA,90027,PIM,Pediatric Intestine/Multivisceral,4/30/2010,4/30/2010,5/18/2017,CACL,N
059813,CHILDREN'S HOSPITAL OF LOS ANGELES,"4650 SUNSET BLVD, MS#72",LOS ANGELES,CA,90027,PKO,Pediatric Kidney Only,4/30/2010,4/30/2010,5/18/2017,CACL,N
059813,CHILDREN'S HOSPITAL OF LOS ANGELES,"4650 SUNSET BLVD, MS#72",LOS ANGELES,CA,90027,PLI,Pediatric Liver,4/30/2010,4/30/2010,5/18/2017,CACL,N
059813,CHILDREN'S HOSPITAL OF LOS ANGELES,"4650 SUNSET BLVD, MS#72",LOS ANGELES,CA,90027,PLO,Pediatric Lung Only,4/30/2010,4/30/2010,5/18/2017,CACL,N
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,AHO,Adult Heart Only,3/21/1995,5/28/2009,5/14/2026,CALL,Y
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,AKO,Adult Kidney Only,8/12/1977,5/28/2009,5/14/2026,CALL,Y
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,AKO,Adult Kidney Only,3/21/1995,5/28/2009,5/14/2026,CALL,Y
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,ALI,Adult Liver Only,3/21/1995,5/28/2009,5/14/2026,CALL,Y
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,ALI,Adult Liver Only,4/2/1998,5/28/2009,5/14/2026,CALL,Y
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,APA,Adult Pancreas,8/12/1977,5/28/2009,5/14/2026,CALL,Y
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,PHO,Pediatric Heart Only,5/28/2009,5/28/2009,5/14/2026,CALL,N
059814,"LOMA LINDA UNIVERSITY MEDICAL CENTER, TRANSPLANT I",11234 ANDERSON STREET,LOMA LINDA,CA,92354,PKO,Pediatric Kidney Only,8/12/1977,5/28/2009,5/14/2026,CALL,Y
059815,GREEN HOSPITAL OF SCRIPPS CLINIC,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,AKO,Adult Kidney Only,10/25/2010,10/25/2010,8/23/2019,CAGH,N
059815,GREEN HOSPITAL OF SCRIPPS CLINIC,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,ALI,Adult Liver Only,10/25/2010,10/25/2010,8/23/2019,CAGH,N
059815,GREEN HOSPITAL OF SCRIPPS CLINIC,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,APA,Adult Pancreas,10/25/2010,10/25/2010,8/23/2019,CAGH,N
059816,ST JOSEPH HOSPITAL,1100 STEWART DRIVE,ORANGE,CA,92868,AKO,Adult Kidney Only,11/26/2010,11/26/2010,10/12/2017,CASJ,N
059818,LAC HARBOR-UCLA MEDICAL CENTER,1000 W CARSON STREET,TORRANCE,CA,90509,AKO,Adult Kidney Only,10/27/1983,2/10/2011,6/5/2019,CALA,Y
059819,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,AHL,Adult Heart Lung,2/5/1996,8/25/2011,7/31/2014,CAUH,Y
059819,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,AHO,Adult Heart Only,8/4/2000,2/24/2011,7/13/2017,CAUH,Y
059819,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,AKO,Adult Kidney Only,8/8/1977,2/24/2011,7/13/2017,CAUH,Y
059819,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,ALI,Adult Liver Only,5/25/1999,2/24/2011,7/13/2017,CAUH,Y
059819,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,ALO,Adult Lung Only,2/5/1996,8/25/2011,7/13/2017,CAUH,Y
059819,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,APA,Adult Pancreas,8/8/1977,2/24/2011,7/13/2017,CAUH,Y
069865,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 EAST 19TH AVENUE,DENVER,CO,80218,AKO,Adult Kidney Only,6/24/2009,6/24/2009,1/24/2023,COSL,N
069865,PRESBYTERIAN ST LUKE'S MEDICAL CENTER,1719 EAST 19TH AVENUE,DENVER,CO,80218,ALI,Adult Liver Only,12/21/2016,12/21/2016,1/24/2023,COSL,N
069866,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,AHO,Adult Heart Only,9/10/2009,9/10/2009,5/18/2023,COUC,N
069866,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,AKO,Adult Kidney Only,9/10/2009,9/10/2009,5/18/2023,COUC,N
069866,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,ALI,Adult Liver Only,9/10/2009,9/10/2009,5/18/2023,COUC,N
069866,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,ALO,Adult Lung Only,9/10/2009,9/10/2009,5/18/2023,COUC,N
069866,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,12605 EAST 16TH AVENUE,AURORA,CO,80045,APA,Adult Pancreas,9/10/2009,9/10/2009,5/18/2023,COUC,N
069867,CHILDRENS HOSPITAL ASSOCIATION THE,13123 EAST 16TH AVENUE,AURORA,CO,80045,PHO,Pediatric Heart Only,1/5/2009,1/5/2009,6/8/2023,COCH,N
069867,CHILDRENS HOSPITAL ASSOCIATION THE,13123 EAST 16TH AVENUE,AURORA,CO,80045,PKO,Pediatric Kidney Only,1/5/2009,1/5/2009,6/8/2023,COCH,N
069867,CHILDRENS HOSPITAL ASSOCIATION THE,13123 EAST 16TH AVENUE,AURORA,CO,80045,PLI,Pediatric Liver,1/5/2009,1/5/2009,6/8/2023,COCH,N
069868,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2535 S DOWNING ST #380,DENVER,CO,80210,AKO,Adult Kidney Only,11/11/2020,11/11/2020,11/11/2020,COPM,N
069868,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2535 S DOWNING ST #380,DENVER,CO,80210,ALI,Adult Liver Only,8/2/2021,8/2/2021,4/30/2026,COPM,N
079801,YALE-NEW HAVEN HOSPITAL -  TRANSPLANT CENTER,20 YORK STREET,NEW HAVEN,CT,06504,AHO,Adult Heart Only,3/14/1991,1/13/2009,12/7/2021,CTYN,Y
079801,YALE-NEW HAVEN HOSPITAL -  TRANSPLANT CENTER,20 YORK STREET,NEW HAVEN,CT,06504,AKO,Adult Kidney Only,7/1/1973,8/14/2008,12/7/2021,CTYN,Y
079801,YALE-NEW HAVEN HOSPITAL -  TRANSPLANT CENTER,20 YORK STREET,NEW HAVEN,CT,06504,ALI,Adult Liver Only,5/23/2008,5/23/2008,12/7/2021,CTYN,Y
079801,YALE-NEW HAVEN HOSPITAL -  TRANSPLANT CENTER,20 YORK STREET,NEW HAVEN,CT,06504,PLI,Pediatric Liver,5/23/2008,5/23/2008,12/7/2021,CTYN,Y
079802,HARTFORD HOSPITAL - TRANSPLANT CENTER,"80 SEYMOUR STREET, PO BOX 5037",HARTFORD,CT,06106,AHO,Adult Heart Only,6/21/1989,9/15/2009,11/4/2021,CTHH,Y
079802,HARTFORD HOSPITAL - TRANSPLANT CENTER,"80 SEYMOUR STREET, PO BOX 5037",HARTFORD,CT,06106,AKO,Adult Kidney Only,8/25/1977,9/15/2009,11/4/2021,CTHH,Y
079802,HARTFORD HOSPITAL - TRANSPLANT CENTER,"80 SEYMOUR STREET, PO BOX 5037",HARTFORD,CT,06106,ALI,Adult Liver Only,11/9/2000,10/22/2009,11/4/2021,CTHH,Y
089800,CHRISTIANACARE,4735 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,AKO,Adult Kidney Only,1/1/2007,1/12/2017,1/12/2017,DECC,Y
089801,"NEMOURS CHILDREN'S HOSPITAL, DELAWARE","1600 ROCKLAND ROAD, BOX 269",WILMINGTON,DE,19803,PKO,Pediatric Kidney Only,7/21/1993,3/21/2017,3/15/2024,DEAI,Y
099800,MEDSTAR WASHINGTON HOSPITAL CENTER,"110 IRVING ST, NW",WASHINGTON,DC,20010,AHO,Adult Heart Only,10/13/1992,11/12/2009,3/21/2024,DCWH,Y
099801,CHILDREN'S NATIONAL MEDICAL CENTER,111 MICHIGAN AVE NW,WASHINGTON,DC,20010,PHO,Pediatric Heart Only,3/15/2013,3/15/2013,3/14/2024,DCCH,N
099801,CHILDREN'S NATIONAL MEDICAL CENTER,111 MICHIGAN AVE NW,WASHINGTON,DC,20010,PKO,Pediatric Kidney Only,8/1/1977,5/3/2010,9/27/2017,DCCH,Y
099801,CHILDREN'S NATIONAL MEDICAL CENTER,111 MICHIGAN AVE NW,WASHINGTON,DC,20010,PKO,Pediatric Kidney Only,1/5/2018,1/5/2018,9/27/2017,DCCH,N
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,AIM,Adult Intestine/Multivisceral,9/1/1977,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,AIM,Adult Intestine/Multivisceral,6/24/2004,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,AKO,Adult Kidney Only,9/1/1977,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,ALI,Adult Liver Only,9/1/1977,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,ALI,Adult Liver Only,8/17/2000,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,APA,Adult Pancreas,9/1/1977,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,PIM,Pediatric Intestine/Multivisceral,9/1/1977,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,PIM,Pediatric Intestine/Multivisceral,12/10/2010,12/10/2010,4/15/2024,DCGU,N
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,PLI,Pediatric Liver,9/1/1977,12/10/2010,4/15/2024,DCGU,Y
099802,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,"3800 RESERVOIR RD NW, STE 2 MAIN",WASHINGTON,DC,20007,PLI,Pediatric Liver,12/10/2010,12/10/2010,4/15/2024,DCGU,N
099803,GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RDSTREET,WASHINGTON,DC,20037,AKO,Adult Kidney Only,1/22/2016,1/22/2016,5/2/2023,DCGW,N
099803,GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RDSTREET,WASHINGTON,DC,20037,ALI,Adult Liver Only,5/2/2023,5/2/2023,5/2/2023,DCGW,N
099803,GEORGE WASHINGTON UNIVERSITY HOSPITAL,900 23RDSTREET,WASHINGTON,DC,20037,APA,Adult Pancreas,5/2/2023,5/2/2023,5/2/2023,DCGW,N
109801,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33601,AHO,Adult Heart Only,4/11/2008,4/11/2008,11/4/2021,FLTG,Y
109801,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33601,AKO,Adult Kidney Only,4/11/2008,4/11/2008,11/4/2021,FLTG,Y
109801,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33601,ALI,Adult Liver Only,4/11/2008,4/11/2008,11/4/2021,FLTG,Y
109801,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33601,ALO,Adult Lung Only,4/11/2008,4/11/2008,11/4/2021,FLTG,Y
109801,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIR,TAMPA,FL,33601,APA,Adult Pancreas,4/11/2008,4/11/2008,11/4/2021,FLTG,Y
109802,ADVENTHEALTH ORLANDO,601 E ROLLINS STREET,ORLANDO,FL,32803,AHO,Adult Heart Only,10/30/2013,10/30/2013,4/30/2026,FLFH,N
109802,ADVENTHEALTH ORLANDO,601 E ROLLINS STREET,ORLANDO,FL,32803,AKO,Adult Kidney Only,9/11/2008,9/11/2008,4/30/2026,FLFH,N
109802,ADVENTHEALTH ORLANDO,601 E ROLLINS STREET,ORLANDO,FL,32803,ALI,Adult Liver Only,9/11/2008,9/11/2008,4/30/2026,FLFH,N
109802,ADVENTHEALTH ORLANDO,601 E ROLLINS STREET,ORLANDO,FL,32803,ALO,Adult Lung Only,10/30/2013,10/30/2013,4/30/2026,FLFH,N
109802,ADVENTHEALTH ORLANDO,601 E ROLLINS STREET,ORLANDO,FL,32803,APA,Adult Pancreas,9/11/2008,9/11/2008,4/30/2026,FLFH,N
109802,ADVENTHEALTH ORLANDO,601 E ROLLINS STREET,ORLANDO,FL,32803,PKO,Pediatric Kidney Only,3/17/2011,3/17/2011,3/17/2011,FLFH,N
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,AHL,Adult Heart Lung,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,AHO,Adult Heart Only,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,AKO,Adult Kidney Only,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALI,Adult Liver Only,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,ALO,Adult Lung Only,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,APA,Adult Pancreas,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PHL,Pediatric Heart Lung,2/13/2009,2/13/2009,2/3/2022,FLUF,N
