CCN,Facility,Street,City,State,ZIP,Transplant Program Type Code,Transplant Program Type,Original Participation Date,Effective Date,Program Recertification Date,OPTN Code,Original Program?
199801,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,PKO,Pediatric Kidney Only,4/24/1979,6/27/2008,6/27/2008,LATU,Y
199801,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,PLI,Pediatric Liver,4/24/1979,6/27/2008,6/27/2008,LATU,Y
199802,OCHSNER FOUNDATION HOSPITAL,1514 JEFFERSON HIGHWAY,NEW ORLEANS,LA,70121,AHO,Adult Heart Only,1/19/1990,3/5/2009,6/18/2021,LAOF,Y
199802,OCHSNER FOUNDATION HOSPITAL,1514 JEFFERSON HIGHWAY,NEW ORLEANS,LA,70121,AKO,Adult Kidney Only,6/25/1993,3/5/2009,6/18/2021,LAOF,Y
199802,OCHSNER FOUNDATION HOSPITAL,1514 JEFFERSON HIGHWAY,NEW ORLEANS,LA,70121,ALI,Adult Liver Only,3/8/1990,3/5/2009,6/18/2021,LAOF,Y
199802,OCHSNER FOUNDATION HOSPITAL,1514 JEFFERSON HIGHWAY,NEW ORLEANS,LA,70121,ALO,Adult Lung Only,1/11/2011,1/11/2011,6/18/2021,LAOF,N
199802,OCHSNER FOUNDATION HOSPITAL,1514 JEFFERSON HIGHWAY,NEW ORLEANS,LA,70121,APA,Adult Pancreas,6/25/1993,3/5/2009,6/18/2021,LAOF,Y
199803,"THE CRIPPLED CHILDREN'S HOSPITAL, INC",200 HENRY CLAY AVE,NEW ORLEANS,LA,70118,PHO,Pediatric Heart Only,7/25/1995,11/27/2013,10/17/2013,LACH,Y
199803,"THE CRIPPLED CHILDREN'S HOSPITAL, INC",200 HENRY CLAY AVE,NEW ORLEANS,LA,70118,PKO,Pediatric Kidney Only,7/25/1995,8/17/2009,10/26/2022,LACH,Y
199803,"THE CRIPPLED CHILDREN'S HOSPITAL, INC",200 HENRY CLAY AVE,NEW ORLEANS,LA,70118,PLI,Pediatric Liver,3/27/2019,3/27/2019,10/26/2022,LACH,N
199804,WILLIS-KNIGHTON MEDICAL CENTER,"2751 ALBERT BICKNELL DRIVE, SUITE 4A",SHREVEPORT,LA,71103,AKO,Adult Kidney Only,6/12/1989,7/15/2010,7/27/2022,LAWK,Y
199804,WILLIS-KNIGHTON MEDICAL CENTER,"2751 ALBERT BICKNELL DRIVE, SUITE 4A",SHREVEPORT,LA,71103,ALI,Adult Liver Only,12/15/1994,4/29/2010,7/27/2022,LAWK,Y
199804,WILLIS-KNIGHTON MEDICAL CENTER,"2751 ALBERT BICKNELL DRIVE, SUITE 4A",SHREVEPORT,LA,71103,APA,Adult Pancreas,6/12/1989,7/15/2010,7/27/2022,LAWK,Y
209801,MAINE MEDICAL CENTER -TRANSPLANT CENTER,43 BAXTER BLVD,PORTLAND,ME,04101,AKO,Adult Kidney Only,8/31/1977,5/7/2010,5/24/2024,MEMC,Y
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,AHL,Adult Heart Lung,3/1/2000,7/28/2009,1/29/2016,MDJH,Y
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,AHO,Adult Heart Only,10/17/1986,11/24/2008,1/29/2016,MDJH,Y
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,AKO,Adult Kidney Only,9/1/1977,7/28/2009,1/29/2016,MDJH,Y
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,AKO,Adult Kidney Only,7/28/2009,7/28/2009,1/29/2016,MDJH,N
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,ALI,Adult Liver Only,7/28/2009,7/28/2009,1/29/2016,MDJH,N
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,ALI,Adult Liver Only,8/15/2011,8/15/2011,1/29/2016,MDJH,N
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,ALO,Adult Lung Only,3/1/2000,7/28/2009,1/29/2016,MDJH,Y
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,APA,Adult Pancreas,9/1/1977,7/28/2009,1/29/2016,MDJH,Y
219800,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH WOLFE STREET,BALTIMORE,MD,21287,APA,Adult Pancreas,7/28/2009,7/28/2009,1/29/2016,MDJH,N
219801,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH GREENE STREET,BALTIMORE,MD,21201,AHL,Adult Heart Lung,12/5/1997,10/30/2009,6/27/2012,MDUM,Y
219801,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH GREENE STREET,BALTIMORE,MD,21201,AHO,Adult Heart Only,6/23/2003,10/30/2009,7/16/2015,MDUM,Y
219801,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH GREENE STREET,BALTIMORE,MD,21201,AKO,Adult Kidney Only,9/1/1977,10/30/2009,7/16/2015,MDUM,Y
219801,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH GREENE STREET,BALTIMORE,MD,21201,ALI,Adult Liver Only,8/28/1997,10/30/2009,7/16/2015,MDUM,Y
219801,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH GREENE STREET,BALTIMORE,MD,21201,ALO,Adult Lung Only,12/5/1997,10/30/2009,7/16/2015,MDUM,Y
219801,UNIVERSITY OF MARYLAND MEDICAL CENTER,22 SOUTH GREENE STREET,BALTIMORE,MD,21201,APA,Adult Pancreas,9/1/1977,10/30/2009,7/16/2015,MDUM,Y
229801,BRIGHAM AND WOMEN'S HOSPITAL -  TRANSPLANT CENTER,75 FRANCIS STREET,BOSTON,MA,02115,AHO,Adult Heart Only,6/20/1987,1/24/2008,4/25/2024,MAPB,Y
229801,BRIGHAM AND WOMEN'S HOSPITAL -  TRANSPLANT CENTER,75 FRANCIS STREET,BOSTON,MA,02115,AKO,Adult Kidney Only,8/5/1977,1/24/2008,4/25/2024,MAPB,Y
229801,BRIGHAM AND WOMEN'S HOSPITAL -  TRANSPLANT CENTER,75 FRANCIS STREET,BOSTON,MA,02115,ALO,Adult Lung Only,8/19/1996,1/24/2008,4/25/2024,MAPB,Y
229801,BRIGHAM AND WOMEN'S HOSPITAL -  TRANSPLANT CENTER,75 FRANCIS STREET,BOSTON,MA,02115,APA,Adult Pancreas,8/5/1977,1/24/2008,4/25/2024,MAPB,Y
229802,LAHEY CLINIC - TRANSPLANT CENTER,41 & 45 MALL ROAD,BURLINGTON,MA,01803,AKO,Adult Kidney Only,2/21/1984,5/9/2008,8/1/2024,MALC,Y
229802,LAHEY CLINIC - TRANSPLANT CENTER,41 & 45 MALL ROAD,BURLINGTON,MA,01803,ALI,Adult Liver Only,10/11/2000,5/9/2008,8/1/2024,MALC,Y
229803,BETH ISRAEL DEACONESS MED CTR -  TRANSPLANT CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02115,AHO,Adult Heart Only,7/21/2025,7/21/2025,3/5/2025,MABI,N
229803,BETH ISRAEL DEACONESS MED CTR -  TRANSPLANT CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02115,AKO,Adult Kidney Only,9/1/1977,7/11/2008,3/5/2025,MABI,Y
229803,BETH ISRAEL DEACONESS MED CTR -  TRANSPLANT CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02115,ALI,Adult Liver Only,7/11/2008,7/11/2008,3/5/2025,MABI,Y
229803,BETH ISRAEL DEACONESS MED CTR -  TRANSPLANT CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02115,APA,Adult Pancreas,9/1/1977,7/11/2008,3/5/2025,MABI,Y
229804,BOSTON MEDICAL CENTER - TRANSPLANT CENTER,1 BOSTON MEDICAL PLACE,BOSTON,MA,02118,AKO,Adult Kidney Only,9/1/1977,11/12/2008,5/3/2023,MABU,Y
229805,UNIVERSITY OF MASS MEMORIAL MED CTR - TRANSPLANT,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,AKO,Adult Kidney Only,12/12/1989,2/5/2009,6/7/2023,MAUM,Y
229805,UNIVERSITY OF MASS MEMORIAL MED CTR - TRANSPLANT,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,ALI,Adult Liver Only,1/23/2001,2/5/2009,6/7/2023,MAUM,Y
229805,UNIVERSITY OF MASS MEMORIAL MED CTR - TRANSPLANT,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,APA,Adult Pancreas,12/12/1989,2/5/2009,6/7/2023,MAUM,Y
229806,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,300 LONGWOOD AVE,BOSTON,MA,02115,PHO,Pediatric Heart Only,4/13/2011,4/13/2011,11/18/2025,MACH,N
229806,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,300 LONGWOOD AVE,BOSTON,MA,02115,PIM,Pediatric Intestine/Multivisceral,4/13/2011,4/13/2011,11/18/2025,MACH,N
229806,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,300 LONGWOOD AVE,BOSTON,MA,02115,PKO,Pediatric Kidney Only,4/3/2009,4/3/2009,11/18/2025,MACH,N
229806,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,300 LONGWOOD AVE,BOSTON,MA,02115,PLI,Pediatric Liver,4/13/2011,4/13/2011,11/18/2025,MACH,N
229806,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,300 LONGWOOD AVE,BOSTON,MA,02115,PLO,Pediatric Lung Only,4/13/2011,4/13/2011,11/18/2025,MACH,N
229807,TUFTS MEDICAL CENTER - TRANSPLANT,750 WASHINGTON STREET,BOSTON,MA,02111,AHO,Adult Heart Only,3/29/2001,4/8/2009,2/27/2025,MANM,Y
229807,TUFTS MEDICAL CENTER - TRANSPLANT,750 WASHINGTON STREET,BOSTON,MA,02111,AKO,Adult Kidney Only,10/7/1986,4/8/2009,2/27/2025,MANM,Y
229807,TUFTS MEDICAL CENTER - TRANSPLANT,750 WASHINGTON STREET,BOSTON,MA,02111,ALI,Adult Liver Only,7/21/2025,7/21/2025,2/27/2025,MANM,N
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,55 FRUIT STREET,BOSTON,MA,02114,AHL,Adult Heart Lung,3/4/1996,6/23/2009,10/26/2022,MAMG,Y
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,55 FRUIT STREET,BOSTON,MA,02114,AHO,Adult Heart Only,10/13/1992,6/23/2009,10/26/2022,MAMG,Y
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,55 FRUIT STREET,BOSTON,MA,02114,AKO,Adult Kidney Only,8/31/1977,6/23/2009,10/26/2022,MAMG,Y
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,55 FRUIT STREET,BOSTON,MA,02114,ALI,Adult Liver Only,3/8/1990,6/23/2009,10/26/2022,MAMG,Y
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,55 FRUIT STREET,BOSTON,MA,02114,ALO,Adult Lung Only,3/4/1996,6/23/2009,10/26/2022,MAMG,Y
229808,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,55 FRUIT STREET,BOSTON,MA,02114,APA,Adult Pancreas,8/31/1977,6/23/2009,10/26/2022,MAMG,Y
229809,BAYSTATE MEDICAL CENTER - TRANSPLANT CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,AKO,Adult Kidney Only,2/6/1989,6/22/2010,8/14/2024,MABS,Y
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,AHL,Adult Heart Lung,2/1/1999,7/11/2008,7/28/2022,MIHF,Y
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,AHO,Adult Heart Only,8/2/1988,7/11/2008,7/28/2022,MIHF,Y
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,AIM,Adult Intestine/Multivisceral,2/8/2013,2/8/2013,7/28/2022,MIHF,N
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,AKO,Adult Kidney Only,10/17/1983,7/11/2008,7/28/2022,MIHF,Y
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,ALI,Adult Liver Only,4/5/1995,7/11/2008,7/28/2022,MIHF,Y
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,ALO,Adult Lung Only,2/1/1999,7/11/2008,7/28/2022,MIHF,Y
239801,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,APA,Adult Pancreas,10/17/1983,7/11/2008,7/28/2022,MIHF,Y
239802,CHILDRENS OF MI TRANSPLANT,3901 BEAUBIEN BLVD,DETROIT,MI,48201,PHO,Pediatric Heart Only,6/17/2009,6/17/2009,7/28/2021,MICH,N
239802,CHILDRENS OF MI TRANSPLANT,3901 BEAUBIEN BLVD,DETROIT,MI,48201,PKO,Pediatric Kidney Only,9/1/1977,2/12/2009,7/28/2021,MICH,Y
239802,CHILDRENS OF MI TRANSPLANT,3901 BEAUBIEN BLVD,DETROIT,MI,48201,PLI,Pediatric Liver,10/31/2016,10/31/2016,7/28/2021,MICH,N
239803,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"1500 E MEDICAL CTR DR, 3868 TAUBMAN CENTER, SPC",ANN ARBOR,MI,48109,AHL,Adult Heart Lung,8/20/1997,9/18/2009,7/14/2011,MIUM,Y
239803,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"1500 E MEDICAL CTR DR, 3868 TAUBMAN CENTER, SPC",ANN ARBOR,MI,48109,AHO,Adult Heart Only,1/19/1990,9/18/2009,7/14/2022,MIUM,Y
239803,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"1500 E MEDICAL CTR DR, 3868 TAUBMAN CENTER, SPC",ANN ARBOR,MI,48109,AKO,Adult Kidney Only,9/1/1977,9/18/2009,7/14/2022,MIUM,Y
239803,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"1500 E MEDICAL CTR DR, 3868 TAUBMAN CENTER, SPC",ANN ARBOR,MI,48109,ALI,Adult Liver Only,3/8/1990,9/18/2009,7/14/2022,MIUM,Y
239803,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"1500 E MEDICAL CTR DR, 3868 TAUBMAN CENTER, SPC",ANN ARBOR,MI,48109,ALO,Adult Lung Only,8/20/1997,9/18/2009,7/14/2022,MIUM,Y
239803,UNIVERSITY OF MICHIGAN MEDICAL CENTER,"1500 E MEDICAL CTR DR, 3868 TAUBMAN CENTER, SPC",ANN ARBOR,MI,48109,APA,Adult Pancreas,9/1/1977,9/18/2009,7/14/2022,MIUM,Y
239804,ST JOHN HOSPITAL - TRANSPLANT,22101 MOROSS,DETROIT,MI,48236,AKO,Adult Kidney Only,8/29/1990,9/15/2009,12/8/2022,MISJ,Y
239806,BEAUMONT HEALTH SYSTEM,3601 W 13 MILE RD,ROYAL OAK,MI,48073,AKO,Adult Kidney Only,9/1/1977,9/14/2009,7/21/2022,MIBH,Y
239806,BEAUMONT HEALTH SYSTEM,3601 W 13 MILE RD,ROYAL OAK,MI,48073,ALI,Adult Liver Only,5/23/2012,5/23/2012,7/21/2022,MIBH,N
239807,DEVOS CHILDRENS HOSPITAL - TRANSPLANT UNIT,100 MICHIGAN STREET NE,GRAND RAPIDS,MI,49503,PKO,Pediatric Kidney Only,8/9/2004,4/16/2010,12/8/2022,MIDV,Y
239808,SAINT MARY'S HEALTH CARE,200 JEFFERSON ST SE,GRAND RAPIDS,MI,49503,AKO,Adult Kidney Only,9/1/1977,10/13/2010,2/7/2023,MISM,Y
239809,SPECTRUM HEALTH ADULT SOLID ORGAN TRANSPLANT PROGR,"100 MICHIGAN ST, NE MC231",GRAND RAPIDS,MI,49503,AHO,Adult Heart Only,1/19/2012,1/19/2012,9/24/2025,MISH,N
239809,SPECTRUM HEALTH ADULT SOLID ORGAN TRANSPLANT PROGR,"100 MICHIGAN ST, NE MC231",GRAND RAPIDS,MI,49503,ALO,Adult Lung Only,1/21/2014,1/21/2014,9/24/2025,MISH,N
249801,MAYO CLINIC HOSPITAL-ROCHESTER,201 WEST CENTER STREET,ROCHESTER,MN,55902,AKO,Adult Kidney Only,7/14/2008,7/14/2008,7/28/2016,MNMC,Y
249801,MAYO CLINIC HOSPITAL-ROCHESTER,201 WEST CENTER STREET,ROCHESTER,MN,55902,ALI,Adult Liver Only,7/14/2008,7/14/2008,7/28/2016,MNMC,Y
249801,MAYO CLINIC HOSPITAL-ROCHESTER,201 WEST CENTER STREET,ROCHESTER,MN,55902,APA,Adult Pancreas,7/14/2008,7/14/2008,7/28/2016,MNMC,Y
249801,MAYO CLINIC HOSPITAL-ROCHESTER,201 WEST CENTER STREET,ROCHESTER,MN,55902,PKO,Pediatric Kidney Only,7/14/2008,7/14/2008,7/28/2016,MNMC,Y
249802,ABBOTT NORTHWESTERN ORGAN TRANSPLANT HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,AHO,Adult Heart Only,6/13/2011,6/13/2011,5/1/2015,MNAN,N
249802,ABBOTT NORTHWESTERN ORGAN TRANSPLANT HOSPITAL,800 EAST 28TH STREET,MINNEAPOLIS,MN,55407,AKO,Adult Kidney Only,6/13/2011,6/13/2011,5/1/2015,MNAN,N
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,AHL,Adult Heart Lung,1/13/2003,8/7/2008,7/28/2016,MNMC,Y
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,AHO,Adult Heart Only,8/4/1993,8/7/2008,7/28/2016,MNMC,Y
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,AKO,Adult Kidney Only,1/9/1991,2/23/2009,7/28/2016,MNMC,Y
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,ALI,Adult Liver Only,2/23/2009,2/23/2009,7/28/2016,MNMC,N
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,ALO,Adult Lung Only,1/13/2003,8/7/2008,7/28/2016,MNMC,Y
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,PHO,Pediatric Heart Only,8/7/2008,8/7/2008,7/28/2016,MNMC,Y
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,PKO,Pediatric Kidney Only,1/9/1991,8/7/2008,7/28/2016,MNMC,Y
249803,MAYO CLINIC HOSPITAL-ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902,PLI,Pediatric Liver,8/7/2008,8/7/2008,7/28/2016,MNMC,Y
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,AHL,Adult Heart Lung,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,AHO,Adult Heart Only,1/1/1997,10/20/2012,6/15/2017,MNUM,Y
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,AKO,Adult Kidney Only,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,ALI,Adult Liver Only,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,ALO,Adult Lung Only,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,APA,Adult Pancreas,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,PHO,Pediatric Heart Only,2/27/2009,2/27/2009,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,PKO,Pediatric Kidney Only,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,PLI,Pediatric Liver,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249804,M HEALTH FAIRVIEW UNIVERSITY,2450 RIVERSIDE AVENUE,MINNEAPOLIS,MN,55455,PPA,Pediatric Pancreas,6/9/2010,6/9/2010,6/15/2017,MNUM,N
249805,HENNEPIN COUNTY MEDICAL CENTER,701 PARK AVE,MINNEAPOLIS,MN,55415,AKO,Adult Kidney Only,9/1/1977,11/10/2009,10/19/2016,MNHC,Y
249806,CHILDREN'S HOSPITALS OF MN ORGAN TRANSPLANT,2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,PHO,Pediatric Heart Only,2/8/2021,2/8/2021,1/6/2021,MNCM,N
259800,UNIVERSITY OF MS MEDICAL CENTER ( TRANSPLANT CTR),2500 N STATE STREET,JACKSON,MS,39216,AHO,Adult Heart Only,10/2/1996,4/28/2011,3/30/2023,MSUM,Y
259800,UNIVERSITY OF MS MEDICAL CENTER ( TRANSPLANT CTR),2500 N STATE STREET,JACKSON,MS,39216,AKO,Adult Kidney Only,9/1/1976,4/28/2011,3/30/2023,MSUM,Y
259800,UNIVERSITY OF MS MEDICAL CENTER ( TRANSPLANT CTR),2500 N STATE STREET,JACKSON,MS,39216,ALI,Adult Liver Only,10/2/1996,3/25/2014,3/30/2023,MSUM,Y
259800,UNIVERSITY OF MS MEDICAL CENTER ( TRANSPLANT CTR),2500 N STATE STREET,JACKSON,MS,39216,ALI,Adult Liver Only,3/25/2014,3/25/2014,3/30/2023,MSUM,N
259800,UNIVERSITY OF MS MEDICAL CENTER ( TRANSPLANT CTR),2500 N STATE STREET,JACKSON,MS,39216,APA,Adult Pancreas,9/1/1976,12/11/2013,3/30/2023,MSUM,Y
269800,ST LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,AHO,Adult Heart Only,6/29/1990,10/26/2007,8/8/2024,MOJH,Y
269800,ST LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,AHO,Adult Heart Only,10/26/2007,10/26/2007,8/8/2024,MOJH,Y
269800,ST LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,AKO,Adult Kidney Only,6/30/1977,10/26/2007,8/8/2024,MOJH,Y
269800,ST LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,AKO,Adult Kidney Only,10/26/2007,10/26/2007,8/8/2024,MOJH,Y
269800,ST LUKE'S HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,ALI,Adult Liver Only,8/9/2013,8/9/2013,8/8/2024,MOJH,N
269801,RESEARCH MEDICAL CENTER,2316 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,AKO,Adult Kidney Only,4/1/1985,4/29/2011,11/14/2024,MORH,Y
269801,RESEARCH MEDICAL CENTER,2316 EAST MEYER BOULEVARD,KANSAS CITY,MO,64132,APA,Adult Pancreas,4/1/1985,4/29/2011,11/14/2024,MORH,Y
269802,ST LOUIS UNIVERSITY HOSPITAL,"3635 VISTA AVE, PO BOX 15250",SAINT LOUIS,MO,63111,AKO,Adult Kidney Only,7/6/1977,7/15/2008,9/25/2024,MOSL,Y
269802,ST LOUIS UNIVERSITY HOSPITAL,"3635 VISTA AVE, PO BOX 15250",SAINT LOUIS,MO,63111,ALI,Adult Liver Only,3/15/1995,7/15/2008,9/25/2024,MOSL,Y
269802,ST LOUIS UNIVERSITY HOSPITAL,"3635 VISTA AVE, PO BOX 15250",SAINT LOUIS,MO,63111,APA,Adult Pancreas,7/6/1977,7/15/2008,9/25/2024,MOSL,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,AHL,Adult Heart Lung,2/2/1995,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,AHO,Adult Heart Only,9/16/1987,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,AKO,Adult Kidney Only,8/26/1980,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,AKO,Adult Kidney Only,2/2/1995,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,ALI,Adult Liver Only,3/8/1990,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,ALO,Adult Lung Only,3/8/1990,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,ALO,Adult Lung Only,2/2/1995,11/14/2008,10/24/2024,MOBH,Y
269803,BARNES-JEWISH HOSPITAL,216 SOUTH KINGSHIGHWAY,SAINT LOUIS,MO,63110,APA,Adult Pancreas,8/26/1980,11/14/2008,10/24/2024,MOBH,Y
269804,UNIVERSITY OF MO HOSPITAL & CLINICS,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",COLUMBIA,MO,65212,AKO,Adult Kidney Only,6/30/1977,10/26/2009,7/18/2024,MOUM,Y
269804,UNIVERSITY OF MO HOSPITAL & CLINICS,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",COLUMBIA,MO,65212,PKO,Pediatric Kidney Only,6/30/1977,10/26/2009,7/18/2024,MOUM,Y
269805,ST LOUIS CHILDREN'S HOSPITAL,ONE CHILDREN'S PLACE,SAINT LOUIS,MO,63110,PHL,Pediatric Heart Lung,11/9/2011,11/9/2011,10/9/2024,MOCH,N
269805,ST LOUIS CHILDREN'S HOSPITAL,ONE CHILDREN'S PLACE,SAINT LOUIS,MO,63110,PHO,Pediatric Heart Only,11/9/2011,11/9/2011,10/9/2024,MOCH,N
269805,ST LOUIS CHILDREN'S HOSPITAL,ONE CHILDREN'S PLACE,SAINT LOUIS,MO,63110,PKO,Pediatric Kidney Only,6/30/1977,6/18/2009,10/9/2024,MOCH,Y
269805,ST LOUIS CHILDREN'S HOSPITAL,ONE CHILDREN'S PLACE,SAINT LOUIS,MO,63110,PLI,Pediatric Liver,6/18/2009,6/18/2009,10/9/2024,MOCH,N
